Key;Tekst_Mikkel_Peter;Tekst_bem
ID1916012500;;
ID1916012600;;
ID1916012900;;
ID1916013100;;
ID1916020310; ;
ID1916020610;lavet bøjler, søndag;
ID1916020710;hugget træ i skoven;
ID1916020810;hugget træ i skoven;
ID1916020910;hugget træ i skoven;
ID1916021010;hugget træ i skoven;
ID1916021110;Motoren i vandet;
ID1916021310;søndag været i Nordby;
ID1916021810;tærsket på Hesselholm;
ID1916022010;Generalforsamling i Nordby;
ID1916022110; ;
ID1916022210; ;
ID1916022410; ;
ID1916022710; ;
ID1916022810; ;
ID1916022910; ;
ID1916020100;;
ID1916020200;;
ID1916020400;;
ID1916020500;;
ID1916021200;;
ID1916021400;;
ID1916021500;;
ID1916021600;;
ID1916021700;;
ID1916021900;;
ID1916022300;;
ID1916022500;;
ID1916022600;;
ID1916030210;64 pund torsk;
ID1916030310;slået pæle;
ID1916030410;slået pæle;
ID1916030510;slået pæle;
ID1916030710;35 pund torsk;
ID1916031510;30 pund torsk Niels;
ID1916031810;sat inderste garn i Hullet;
ID1916031910;lavet bøjler;
ID1916032010;1 sild;
ID1916032110;storm øst;
ID1916032310;12 sild, garnet i stykker;
ID1916032410;taget inderste rad op;
ID1916032510;lappet garn;
ID1916032610;lappet garn;
ID1916032710;sat raden;
ID1916032810;slået pæle;
ID1916032910;slået pæle;
ID1916033010;slået pæle i fjorden;
ID1916033110;ingen sild, syet garn;
ID1916030100;;
ID1916030600;;
ID1916030800;;
ID1916030900;;
ID1916031000;;
ID1916031100;;
ID1916031200;;
ID1916031300;;
ID1916031400;;
ID1916031600;;
ID1916031700;;
ID1916032200;;
ID1916040110;ved Ballen, kasser;
ID1916040410;sat yder garn ;
ID1916040610;2 1/2 k. sild i fjorden;
ID1916040710;1 k. sild;
ID1916041310;15 ol sild i fjorden ;
ID1916041410;i Kalundborg;
ID1916041510;1 1/2 sild i fjorden ;
ID1916041810; ;
ID1916042210;taget inderste garn op;
ID1916042310; ;
ID1916042410; ;
ID1916042510;sat garn i hullet;
ID1916040200;;
ID1916040300;;
ID1916040500;;
ID1916040800;;
ID1916040900;;
ID1916041000;;
ID1916041100;;
ID1916041200;;
ID1916041600;;
ID1916041700;;
ID1916041900;;
ID1916042000;;
ID1916042100;;
ID1916042600;;
ID1916042700;;
ID1916042800;;
ID1916042900;;
ID1916043000;;
ID1916050110;solgt ål 136 pund, 75 ører;
ID1916050210;13 k. sild, 2 k. hf, sat garn i fjorden;
ID1916050310;3 k. sild, 30 hornfisk;
ID1916050410;3. k. sild;
ID1916050510;3 k. sild, 20 hornfisk;
ID1916050610;3. k. sild, 28 hornfisk;
ID1916050710;2. k. sild,;
ID1916050810;1  k. sild;
ID1916050910;syg;
ID1916051010;3 k. sild;
ID1916051110;1/2 k. sild, 24 hornfisk;
ID1916051210;115 hornfisk;
ID1916051310;10 hornfisk, 2 1/2 k. sild;
ID1916051610;blæs vejr;
ID1916051710;1 1/2 k. sild, 2 snese hf.;
ID1916051810;11 k. sild, 19 k. hf, 23 kr pr kasse;
ID1916051910;4 k. sild, 6 snese hfk;
ID1916052010;4. k. sild, 2 snese hfk;
ID1916052110;4 ol sild, 10 hfk;
ID1916052210;2 ol sild i garn, 1 1/2 k. sild, 39 hfk;
ID1916052310;1 sild, 41 hfk;
ID1916052410;taget yderste garn op;
ID1916052510;1 1/2 snese sild, 15 hfk;
ID1916052610;27 pr. kasse, 5 kr. 9 snse hornfisk, sat yderste garn;
ID1916052710;9 k. sild, 1 k. hfk;
ID1916052810;1 k. sild;
ID1916053010;3 ol sild;
ID1916051400;;
ID1916051500;;
ID1916052900;;
ID1916053100;;
ID1916060110;2 k. sild, 1 k. hfk;
ID1916060210;1 k. hfk;
ID1916060310;4 k.sild,30 kr pr. kasse;
ID1916060410;2 k. sild ;
ID1916060510;1 1/2 ol sild;
ID1916060610;55 hornfisk;
ID1916060710;3 sild;
ID1916060810;2 ol sild;
ID1916060910;8 ol sild, 100 hfk, 60 makrel;
ID1916061010;2 1/2 ol sild, 25 snese hfk;
ID1916061110;pinse;
ID1916061210;1 k. makrel, 3 k.sild, 77 snese hfk;
ID1916061310;1 laks, 23 pund, 2. k. hfk, 3 ol sild;
ID1916061410;2 ol sild, 42 snese hfk;
ID1916061710;2 k. sild, 1 k.makrel,38 k. hfk 360 snese;
ID1916062110;garn op i stykker, 1 k. hfk, 1 k. mkr;
ID1916062210;11 k. sild små, 12 k. makrel, 3 k, hfk;
ID1916062310;8 k.sild;
ID1916062610;tjæret garn, sat garn inderste;
ID1916062710;1 k. sild små, 1. k. makrel, 2 k. hornfisk;
ID1916062810;jollen i land;
ID1916062910;taget yderste garn op;
ID1916063010;ved Ballen efter tjære, 1k. Sild, 1 k. mkr, 1 k. hornfisk;
ID1916061500;;
ID1916061600;;
ID1916061800;;
ID1916061900;;
ID1916062000;;
ID1916062400;;
ID1916062500;;
ID1916070110;garn op i fjorden;
ID1916070410;sat rejeruser;
ID1916070610;ved Ballen , 3 k. hfk, 3. k. makrel;
ID1916070710;sat yderste garn, 2. k. makrl, 2 k. små sild;
ID1916070810;2200 pund makre 20 ørerl, 2. k. sild små;
ID1916070910;1000 pund makrel 20 ører, 2. k. sild;
ID1916071010;300 pund makrel 20 ører, 3 k. sild små;
ID1916071110;Losset rug;
ID1916071510;2650 pund makrel 20 ører Ballen;
ID1916071610;1000 pund Makrel Ballen;
ID1916071710;1300 pund makrel ved Ballen;
ID1916072010;2186 pund Makrel;
ID1916072110;1 ks. Makrel;
ID1916072310;slået pæle min e egne;
ID1916072410;freNordbymmede fra ;
ID1916072710;taget inderste garn op;
ID1916072810;taget yderste garn op;
ID1916072910;Jollen i land;
ID1916073010;I Biografen;
ID1916070200;;
ID1916070300;;
ID1916070500;;
ID1916071200;;
ID1916071300;;
ID1916071400;;
ID1916071800;;
ID1916071900;;
ID1916072200;;
ID1916072500;;
ID1916072600;;
ID1916073100;;
ID1916080510;Slået pæle fjorden;
ID1916080610;slået pæle Stålhøj;
ID1916080810;Vilhelm i Ebeltoft;
ID1916080910;Vilhelm i Ebeltoft;
ID1916081010;sat inderste garn i hullet;
ID1916081110;sat yderste garn i hullet;
ID1916081210;ved Ballen 2350 pund makrel;
ID1916081310;Ballen 175 k. makrel;
ID1916081510;1 k,. Sild 3. k. makrel;
ID1916081610;tjæret garn og sat ud i fjorden;
ID1916081710;sat Vilhelms garn i fjorden, sat mit, syet garn;
ID1916082010;sat torskeruser;
ID1916082110;1 k. makrel;
ID1916082210;278 pund torsk 15 ører;
ID1916082310;Høstet sat stak;
ID1916082410;sat stak Hesselholm;
ID1916082510;slået pæle færdig Stålhøj;
ID1916082610;Ballen, 76 pund torsk, 2330 pund makrel 22 ører;
ID1916082810;68 pund torsk 13ører;
ID1916082910;Ballen 630 pund makel 23 ører pund;
ID1916083010;2 k. sild, 2 k. makrel;
ID1916080101;422 pund torsk kr. 63,30;
ID1916080100;;
ID1916080200;;
ID1916080300;;
ID1916080400;;
ID1916080700;;
ID1916081400;;
ID1916081800;;
ID1916081900;;
ID1916082700;;
ID1916083100;;
ID1916090510;taget garn op, 60 p. torsk 20 ører;
ID1916090610;J. Hansen, 96 p. torsk 25 ører;
ID1916090710;taget garn op;
ID1916090810;taget garn op, 35 p. torsk;
ID1916090910;taget garn op;
ID1916091010;116 p. torsk;
ID1916091310;Blæsvejr, til ?møde;
ID1916091410;blæs vejr;
ID1916091510;leveret 200 pund torsk, 2 k. sild, ;
ID1916091610;1 k. sild, 75 pund, 19,75;
ID1916091710;tjæret Vilhelms bundgarnsrad, i Nordby;
ID1916091810;storm fra syd;
ID1916091910;solgt 80 pund torsk, sat Vilhelms garn;
ID1916092010;sat ruser;
ID1916092110;sat garn i fjorden;
ID1916092210;røgtet ruser, 78 p. torsk;
ID1916092310;røgtet ruser, 19 p torsk;
ID1916092510;54 p torsk;
ID1916092610;kartofler op;
ID1916092710;kartofler op;
ID1916092810;røgtet ruser, 92 p torsk;
ID1916092910;piller kartofler op;
ID1916093010;Vilhelms garn i hus;
ID1916090101;204,50 - 830 p. torsk;
ID1916090100;;
ID1916090200;;
ID1916090300;;
ID1916090400;;
ID1916091100;;
ID1916091200;;
ID1916092400;;
ID1916100110;51 p. torsk 25 ører;
ID1916100310;43 p. torsk;
ID1916100610;33 p torsk 26 ører,7 ol sild, 72 p. 30 ører;
ID1916100710;solgt 27 p. ål 1 kr, 1 ol sild;
ID1916100910;120 p sild 35;
ID1916101010;69 p. torsk, 39 p. sild;
ID1916101110;storm,150 p sild 44 ører;
ID1916101310;storm  ;
ID1916101410;144 p sild 76 ører;
ID1916101610;250 p. sild 76 ører;
ID1916101710;82 p. sild, 138 p torsk 35 ører;
ID1916101810;1 1/2 snes sild, i Tranebjerg;
ID1916101910;sat bundgarn mit eget;
ID1916102010;42 p. torsk 35 ører;
ID1916102110;17 p. torsk 31 ører;
ID1916102310;kvier fra Hjortholm;
ID1916102410;95 p. torsk 40 ører;
ID1916102610;hugget bøjler;
ID1916102710;146 p. torsk 40 ører;
ID1916102810;42 p. ål 125 ører;
ID1916102910;50 p.torsk 40 ører;
ID1916103110;sild 504,66 - 704 p torsk 240,57;
ID1916100200;;
ID1916100400;;
ID1916100500;;
ID1916100800;;
ID1916101200;;
ID1916101500;;
ID1916102200;;
ID1916102500;;
ID1916103000;;
ID1916110210;1 torsk 7 pund;
ID1916110310;røgtet ruser, taget Valdemars roer op;
ID1916110410;81 p. torsk;
ID1916110610;sølvbryllup K. Fisker;
ID1916110710;95 p. torsk 41 ører;
ID1916110810;24 p torsk;
ID1916111010;30 p torsk;
ID1916111210;77 p torsk 40 ører;
ID1916111410;Frans sejler;
ID1916111610;108 p. torsk 45 ører;
ID1916111710;fået jollen hjem;
ID1916111810;storm sydøst;
ID1916111910;storm sydøst, lavet sildegarn;
ID1916112010;røgtet ruser ;
ID1916112110;lavet -- Sofus;
ID1916112510;pæle op Vilhelm;
ID1916112610;pløjet haven;
ID1916112710;skovlet kalk og sten. Røgtet ruser;
ID1916112810;solgt 528 pund torsk til 25 ører, taget pæle op i hullet Vilhel;
ID1916112910;Skovlet kalket og sten;
ID1916113010;pæle op  943 p. 303,40;
ID1916110100;;
ID1916110500;;
ID1916110900;;
ID1916111100;;
ID1916111300;;
ID1916111500;;
ID1916112200;;
ID1916112300;;
ID1916112400;;
ID1916120110;pæle op færdig i hullet;
ID1916120210;slagtet gris;
ID1916120310;røgtet ruser;
ID1916120410;i Nordby;
ID1916120510;taget mit bundgarn op;
ID1916120610;røgtet ruser;
ID1916121110;478 p torsk 33 ører;
ID1916121410;pæle op Stålhøj;
ID1916121810;240 p torsk 30 ører;
ID1916122010;pæle op Stålhøj;
ID1916122210;røgtet ruser;
ID1916122310;til begravelse Clemmen;
ID1916122610;røgtet ruser;
ID1916122710;pæle op i fjorden Vilhelm;
ID1916122810;røgtet ruser, motoren i land;
ID1916122910;salg 406 p. torsk 32 ører;
ID1916123110;339,66 - 1124 pund;
ID1916120700;;
ID1916120800;;
ID1916120900;;
ID1916121000;;
ID1916121200;;
ID1916121300;;
ID1916121500;;
ID1916121600;;
ID1916121700;;
ID1916121900;;
ID1916122100;;
ID1916122400;;
ID1916122500;;
ID1916123000;;
ID1917010110;til barselgilde Einer;
ID1917010210;røgte ruser og stanget ål;
ID1917010310;stanget ål Kyholm;
ID1917010410;blæs vejr;
ID1917010510;storm nord øst, røgte ruser, frost;
ID1917010610;solgt 314pund torsk 35 ører, 33 p. ål 1,42, bundgarn op;
ID1917010710;I skolen;
ID1917010810;røgtet ruser, hugget træ halv dag;
ID1917010910;storm, blæs vejr;
ID1917011010;hugget træ 12 B;
ID1917011110;røgtet ruser  stanget ål;
ID1917011210;hugget træ  11B;
ID1917011310;hugget rræ 7 B;
ID1917011410;tre læs træ, røgte ruser;
ID1917011510;får fra Kyholm;
ID1917011610;stanget ål, røgtet ruser;
ID1917011710;snestorm;
ID1917011810;hugget træ 9B;
ID1917011910;hugget træ 14B;
ID1917012010;244 p. torsk, 35 ører, 10 p ål 1,45, hugget træ 4 B;
ID1917012110;212 p. torsk, 1 læs træ;
ID1917012210;sat ruser, stanget ål;
ID1917012310;2 b træ, stanget ål;
ID1917012510;stanget ål Kyholm;
ID1917012610;hugget 4 B træ, 140 p torsk, 38 p. ål 150;
ID1917012710;røgtet ruser;
ID1917012810;stanget ål;
ID1917012910;stanget ål;
ID1917013010;290 p torsk 38 ører, 15 p ål 1,50;
ID1917013110;stanget ål;
ID1917010101;1200 p torsk 428,7o, 96p ål 140,86  569,56;
ID1917012400;;
ID1917020110;stanget ål isen;
ID1917020210;hugget træ, snevejr, 10 B sendt, 22 p. ål;
ID1917020310;hjemme;
ID1917020410;røgtet ruser, stanget ål på isen;
ID1917020510;stanget ål isen ;
ID1917020610;solgt 50 p, torsk 38 ører, 9 p.ål 150,stanget ål isen;
ID1917020710;stanget ål isen;
ID1917020810;stanget ål isen;
ID1917020910;solgt 24  p ål 170, stanget ål isen;
ID1917021010;blæs vejr tø, aktion af brædder 25 kr.;
ID1917021110;søndag, stanget ål, fiskerifest Onsbjerg;
ID1917021210;stanget ål;
ID1917021310;stanget ål;
ID1917021410;hugget træ 8 læs;
ID1917021510;stanget ål;
ID1917021610;på gården lavet langhalm;
ID1917021710;solgt 12 p ål  175 ører, 150 p. torsk 38 ører, røgtet ruser;
ID1917021810;sønndag, fastelavn;
ID1917021910;læsset grene, røgtet ruser;
ID1917022010;hugget is;
ID1917022110;kørt is;
ID1917022210;stanget ål, solgt 120 p torsk 38 ører;
ID1917022310;stanget ål, lavet jolle;
ID1917022410;stanget ål , i Nordby;
ID1917022510;søndag stanget ål, lavet jolle;
ID1917022610;lavet sofa, røgtet ruser;
ID1917022710;, tjæret garn ved Vilhelm;
ID1917022810;? Pæle Vilhelm;
ID1917020101;510 p torsk 188,10, 93 p ål 138,70  326,30;
ID1917030110;bøjlet ruser, jollerne samlet 1/2;
ID1917030210;slået pæle i fjorden;
ID1917030310;blæst og sne, slået mine pæle;
ID1917030410;søndag, blæst frost i skolen;
ID1917030510;70 p torsk Ballen 35 ører, storm og sne;
ID1917030610;is i fjorden;
ID1917030710;is i fjorden;
ID1917030810;is i fjorden;
ID1917030910;kastet sne;
ID1917031010;kastet sne, Hesselholm kørt roer;
ID1917031110;kørt jollen om på heden, bøjlet ruser;
ID1917031210;skovlet sne, halv  dag, sendt 185 p torsk København  28 ører;
ID1917031310;stanget ål 6 p;
ID1917031410;til begravelse M Visser;
ID1917031510;røgtet ruser, is;
ID1917031610;solgt 30 p torsk 34 ører, is og lavet bøjler;
ID1917031710;stanget ål ;
ID1917031810;stanget ål søndag;
ID1917031910;taget ruser op;
ID1917032010;Vilhelm 1/2, lav et bøjler;
ID1917032110;60 p torsk, 14 p ål, syet bundgarn;
ID1917032210;syet bundgarn 1/2, sat ruser;
ID1917032310;stan get ål, slået 12 pæle;
ID1917032410;stanget ål;
ID1917032510;stanget ål;
ID1917032610; sendt 22 p ål 250 ører, ved Vilhelm 1/2;
ID1917032710;storm nordøst, 2 læs træ;
ID1917032810;slået pæle i hullet;
ID1917032910;storm syd;
ID1917033010;slået pæle;
ID1917033110;blæs vejr, slået pæle egen;
ID1917030101;365 p torsk  kr, 12,7, 36 p ål 69, 181,70;
ID1917040110;søndag slået pæle mine egne;
ID1917040210;hængt mit garn;
ID1917040310;blæs vejr, til sølvbryllup H.Pedersen;
ID1917040410;slået pæle 1/2;
ID1917040510;slået pæle ;
ID1917040610;slået pæle, storm og regn, langfredag;
ID1917040710;slået pæle færdig;
ID1917040810;påske dag;
ID1917040910;kørt garn 1/2;
ID1917041010;sat inderste garn;
ID1917041310;150 p sild 30 ører;
ID1917041410;70 p sild 30 ører;
ID1917041510;søndag, sat yderste garn;
ID1917041610;128 p sild 30 ører;
ID1917041710;Vilhelm i Ebeltoft;
ID1917041810;478 p sild 40 ører;
ID1917041910;sat lille garn;
ID1917042010;solgt fisk 17 kr;
ID1917042310;200 p sild;
ID1917042610;solgt fisk 970;
ID1917042910;solgt fisk 964 ører;
ID1917043010;152 p sild 40 ører, 12 p ål 110 ører;
ID1917040101;Vilhelm i Århus;
ID1917041100;;
ID1917041200;;
ID1917042100;;
ID1917042200;;
ID1917042400;;
ID1917042500;;
ID1917042700;;
ID1917042800;;
ID1917050210;Vilhelm i Århus;
ID1917050310;solgt fisk 756 ører ;
ID1917050410;400 psild blandet;
ID1917050510;solgt 78 p  torsk 17,36, 6 hornfisk;
ID1917050610;700 p store sild 20 ører, 82 hornfisk;
ID1917051010;hængt mit garn;
ID1917051110;360 p sild, 3 snese hornfisk;
ID1917051210;blæsvejr, 26 p ål 110 ører;
ID1917051310;søndag, fået grisen, 790 p sild, 8 snese hfk;
ID1917051410;900 p sild, 120 hfk;
ID1917051510;300 p sild, 100 hfk;
ID1917051610;250 p sild, 75 hornfisk;
ID1917051710;4700 p sild, 12 snese hfk 38 ører;
ID1917051810;solgt 150 p torsk 20 ører;
ID1917051910;43 p sild, 3 snese hfk, 38 ører;
ID1917052010;søndag, 172 p sild, solgt 100 p torsk 20 ører;
ID1917052110;storm sydøst, 25 p ål 110 ører;
ID1917052210;1400 p sild, 21 snese hornfisk 22 ører;
ID1917052310;inderste garn op;
ID1917052910;364 p sild, 6 snese hfk;
ID1917053010;2 k. hfk;
ID1917053110;100 hfk, tog garn op;
ID1917050100;;
ID1917050700;;
ID1917050800;;
ID1917050900;;
ID1917052400;;
ID1917052500;;
ID1917052600;;
ID1917052700;;
ID1917052800;;
ID1917060210;250 p sild, 328 hornfisk, Vilhelm i Århus;
ID1917060410;hængt mit garn, 200 p sild, 900 ører, 230 hfk;
ID1917060510; ;
ID1917060610;582 p sild, 410 hfk;
ID1917060710;1532 p sild, 150 hfk;
ID1917060810;20 p sild, 40 hfk, lille garn op;
ID1917060910;50 p sild, 40 hfk,sat yderste garn;
ID1917061010;tjæret taget;
ID1917061110;300 p sild, 140 hornfisk;
ID1917061310;solgt fisk 8 kr;
ID1917061410;dyrskue;
ID1917061510;3 k. hornfisk;
ID1917061610;syg;
ID1917061710;søndag, fremmede Nordby;
ID1917061810;2 k. hfk;
ID1917062110;mit garn op;
ID1917062210;regnvejr;
ID1917062310;600 p hornfisk, 25 p makrel;
ID1917062410;500 p små sild 7 ører;
ID1917062610;garn op;
ID1917062710;jollen i land;
ID1917060100;;
ID1917060300;;
ID1917061200;;
ID1917061900;;
ID1917062000;;
ID1917062500;;
ID1917062800;;
ID1917062900;;
ID1917063000;;
ID1917070210; ;
ID1917070410;motoren i vandet;
ID1917070510;sat garn inderste;
ID1917070610;sat garn yderste;
ID1917070710;2 k fisk;
ID1917070810;mit garn op;
ID1917071010;125 p makrel, 150 p hfk;
ID1917071110;Marie i Ballen, 75 p hornfisk, 100 p makrel;
ID1917071210;340 p makrel, 26 p hornfisk;
ID1917071310;750 p makrel;
ID1917071410;200 p makrel;
ID1917071510;søndag, Vilhelm i Århus;
ID1917071610;450 p makrel;
ID1917071710;230 p makrel;
ID1917071810;240 p makrel,solgt lammene 61+70 pund 55 ører;
ID1917072010;80 p makrel;
ID1917072210;søndag mine pæle op i fjorden;
ID1917072310;70 hornfk, solgt den lille jolle 70 kr;
ID1917072710;200 p makrel, lille garn op;
ID1917072910;Lindholm med får;
ID1917073010;I Kallundborg, 900 p makrel 30 ører;
ID1917070100;;
ID1917070300;;
ID1917070900;;
ID1917071900;;
ID1917072100;;
ID1917072400;;
ID1917072500;;
ID1917072600;;
ID1917072800;;
ID1917073100;;
ID1917080110;blæs vejr;
ID1917080210;250 p makrel, yderste garn op;
ID1917080310;250 p makrel, taget inderste garn op;
ID1917080410;lappet garn;
ID1917080510;søndag, slået mine pæle;
ID1917080610;Fået tørv, 40 hfk, slået pæle færdig;
ID1917080710;Vilhelm i Århus;
ID1917081110;sat inderste garn;
ID1917081310;300 p makrel, sat yderste garn;
ID1917081510;380 p makrel;
ID1917081610;slået pæle Stålhøj;
ID1917081810; ;
ID1917082010;yderste garn op;
ID1917080800;;
ID1917080900;;
ID1917081000;;
ID1917081200;;
ID1917081400;;
ID1917081700;;
ID1917081900;;
ID1917082100;;
ID1917082200;;
ID1917082300;;
ID1917082400;;
ID1917082500;;
ID1917082600;;
ID1917082700;;
ID1917082800;;
ID1917082900;;
ID1917083000;;
ID1917083100;;
ID1917090210;sat torskeruser;
ID1917090810;642 p torsk 15 ører, 96,30;
ID1917091510;665 p torsk 15 ører  99,35;
ID1917092010;Pillet kartofler Hesselholm;
ID1917092110;Pillet kartofler Hesselholm;
ID1917092310;400 p torsk 15 ører 60 kr.;
ID1917092410;klippet får;
ID1917092610;227 p torsk 34,05, sat Vilhelms garn;
ID1917092810;6 ol sild;
ID1917092910;blæs v ejr, 148p sild 18 ører;
ID1917090101;1934 p torsk 289,7o;
ID1917090100;;
ID1917090300;;
ID1917090400;;
ID1917090500;;
ID1917090600;;
ID1917090700;;
ID1917090900;;
ID1917091000;;
ID1917091100;;
ID1917091200;;
ID1917091300;;
ID1917091400;;
ID1917091600;;
ID1917091700;;
ID1917091800;;
ID1917091900;;
ID1917092200;;
ID1917092500;;
ID1917092700;;
ID1917093000;;
ID1917100110;røgtet ruser 526 p torsk, 78,90;
ID1917100310;pillet kartofler Hesselholm;
ID1917100410;blæs vejr;
ID1917100510;røgtet ruser, sat sildegarn;
ID1917100610;17 ol sild, blæs vejr;
ID1917100710;søndag;
ID1917100810;190 p torsk, 16 ører  30,40;
ID1917101210;273 p torsk, 43,68;
ID1917101610;71 p torsk 16 ører  11,36, taget bundgarn op;
ID1917101810;sat mit bundgarn;
ID1917102010;260 p torsk 17 ører 44,20;
ID1917102210;salgtet grisen;
ID1917102310;blæsvejr, solgt 23 p ål;
ID1917102410;roer op Hesselholm, røgtet ruser, solgt 262 p torsk 46,16;
ID1917102610; ;
ID1917102910;92 p torsk 16,56, taget roer op;
ID1917103010;færdig med roerne, 7 snese sild, blæs vejr;
ID1917103110;røgtet ruser, ålekrage, taget bundgarn op;
ID1917100101;1674 p torsk kr. 272,26;
ID1917100200;;
ID1917100900;;
ID1917101000;;
ID1917101100;;
ID1917101300;;
ID1917101400;;
ID1917101500;;
ID1917101700;;
ID1917101900;;
ID1917102100;;
ID1917102500;;
ID1917102700;;
ID1917102800;;
ID1917110110; pælen op slået igen;
ID1917110210;røgtet ruser, sat bundgarn;
ID1917110310;sat sildegarn;
ID1917110410;røgtet ruser, søndag i skolen, 3 sild;
ID1917110510;118 p torsk, Valdemars roer op;
ID1917110610;kørte jord på Bertels roer;
ID1917110710;røgtet ruser;
ID1917110810;røgtet ruser, 236 p torsk 17 ører;
ID1917110910;blæs vejr;
ID1917111010;røgtet ruser;
ID1917111110;søndag, pæle op Stålhøj;
ID1917111210;røgtet ruser;
ID1917111410;røgtet ruser, 230 p torsl;
ID1917111510;jollen i land;
ID1917111610;røgtet ruser, 83 p torsk 15 ører;
ID1917111710;kv ier fra Hjortholm;
ID1917111810;kvier fra Hjortholm;
ID1917111910;røgtet ruser;
ID1917112210;røgtet ruser , 225 p torsk 15 ører, i ålekrage;
ID1917112310;225 p torsk 15 ører, 1 ålekrage;
ID1917112410;blæst, regn;
ID1917112510;røgtet ruser, snestorm fra øst, ålekrage;
ID1917112610;1 torsk 22 p, røgtet ruser, 190 p torsk 15 ører;
ID1917112810;røgtet ruser;
ID1917112910; ;
ID1917113010;røgtet ruser;
ID1917110101;982, 154,46;
ID1917111300;;
ID1917112000;;
ID1917112100;;
ID1917112700;;
ID1917120210;blæst, søndag, pløjet haven;
ID1917120310;blæst højvande n ordøst, røgtetn ruser;
ID1917120410;solg 194 p torsk 18 ører;
ID1917120510;røgtet ruser;
ID1917120610;Balonen ved hønsepol;
ID1917120710;røgtet ruser, 400 p torsk 18 ører;
ID1917120910;røgtet ruser;
ID1917121110;røgtet ruser;
ID1917121210;i Tranebjerg;
ID1917121410;røgtet ruser, taget bundgarn op, 250 p torsk 18 ;
ID1917121610;røgtet ruser, 181 p torsk 18 ører;
ID1917121710;sat bundgarn;
ID1917121910;røgtet ruser, 26 p torsk;
ID1917122010;røgtet ruser, 282 p torsk;
ID1917122110;røgtet ruser, 218 p torsk;
ID1917122210;is i fjord, bundgarn op;
ID1917122310;røgtet ruser, 160 p torsk;
ID1917122410;røgtet ruser, snebyger, 70 p torsk;
ID1917122510;i Kirke;
ID1917122710;røgtet ruser, taget  ruser op, solgt 210 p torsk ;
ID1917122810;lappet ruser;
ID1917122910;røgtet ruser, 103 p torsk 18 ører;
ID1917123010;søndag, sat ruser i skolen;
ID1917123110;røgtet ruser, båden op i fjorden;
ID1917120101;2228 - 401,04;
ID1917120100;;
ID1917120800;;
ID1917121000;;
ID1917121300;;
ID1917121500;;
ID1917121800;;
ID1917122600;;
ID1918010210;storm nord øst is i fjorden;
ID1918010310;frost sne, fåret hjem;
ID1918010410;torskene døde 80 pund, stanget ål;
ID1918010510;røgtet ruser, 4 borte;
ID1918010610;søndag, røgtet ruser i fjorden ;
ID1918010810;røgtet ruser, fundet ruserne;
ID1918010910;røgtet ruser;
ID1918011010;toskene døde, Frans kom;
ID1918011110;sendt 330 døde torsk;
ID1918011210;blæst frost;
ID1918011310;is i fjorden;
ID1918011410;i Tranebjerg, ;
ID1918011610;Frans rejst, røgtet ruser, stanget ål, 75 pund torsk 20 ører;
ID1918011710;blæst frost;
ID1918011810;røgtet ruser snevejr;
ID1918011910;sendt 30 pund torsk 30 ører Kåsen, stanget 21 p. ål;
ID1918012110;stanget ål;
ID1918012210;solgt 42 p. torsk 18 ører;
ID1918012510;I Nordby;
ID1918012710;søndag, solgt 32 p. ål. 70 ører Kåsen, stanget ål;
ID1918013010;solgt 24,5 p. ål 70 ører, stanget ål;
ID1918010101;torsk 94,92, 38,00;
ID1918010100;;
ID1918010700;;
ID1918011500;;
ID1918012000;;
ID1918012300;;
ID1918012400;;
ID1918012600;;
ID1918012800;;
ID1918012900;;
ID1918013100;;
ID1918020110;stanget ål;
ID1918020310;solgt 29 p. ål 70 ører,;
ID1918020410;stanget ål Kyholm;
ID1918020710;solgt 25 p ål, stan get ål;
ID1918020810;hugget bøjler, 1 læs træ;
ID1918020910;lavet bøjler, jollen i land;
ID1918021010;la vet bøjler;
ID1918021210;stanget ål;
ID1918021610; ;
ID1918021710;søndag i Tranebjerg, 50?;
ID1918021810;stanget ål;
ID1918021910;stanget ål Lindholm;
ID1918022010;solgt 45p ål;
ID1918022410;stanget ål;
ID1918022610; ;
ID1918022710;storm højvande;
ID1918022810;v ed Vilhelm tjæret;
ID1918020101;solgt 15 p. ål;
ID1918020200;;
ID1918020500;;
ID1918020600;;
ID1918021100;;
ID1918021300;;
ID1918021400;;
ID1918021500;;
ID1918022100;;
ID1918022200;;
ID1918022300;;
ID1918022500;;
ID1918030110;ved Vilhelm, spidset pæle;
ID1918030210;ved Vilhelm, spidset pæle;
ID1918030310;søndag i skolen;
ID1918030410;stanget ål Kyholm;
ID1918030510;blæs vejr, en rummeter brænde;
ID1918030610;stanget ål Kyholm;
ID1918030710;blæs vejr, træ fra Bertel, slået pæle i fjorden;
ID1918030810;slået pæle færdig, stanget ål Kyholm;
ID1918030910;stanget ål. Lindholm;
ID1918031010;søndag, slået pæle Vilhelm, det lille garn;
ID1918031110;slået pæle i hullet;
ID1918031210;slået pæle i hullet;
ID1918031310;slået pæle færdig, ;
ID1918031410;syet bundgarn;
ID1918031510;syet bundgarn;
ID1918031610;i Toftebjerg ved smeden;
ID1918031710;hængt mit garn;
ID1918031810;14 p. torsk 25 ører;
ID1918031910; ;
ID1918032010;hængt lille garn;
ID1918032110;hængt indersgte garn;
ID1918032210;slået pæle i fjorden;
ID1918032310;tjæret prammen;
ID1918032410;røgtet ruser 38 p. torsk 25 ører;
